SHENO,GN,fieldcount,Land_ID,Land_Type,Land_Size,Land_Tenancy,Land_TenureLength,Land_Type1,Land_Type2,Land_Type3,Land_Seasonality,Land_IrrigSource1,Land_IrrigSource2,Land_IrrigSource3,Land_IrrigSource4,Land_IrrigSource5,Land_MainTankIrrig,Land_StorageTankIrrig,Land_SluiceName1,Land_SluiceName2,Land_FieldCanalLocation,Land_DCanalName,Land_FCanalNumber,Land_PrepWaterDaysMaha,Land_PrepWaterDaysYala,Land_PrepWaterSatisMaha,Land_PrepWaterSatisYala,Land_GrowingWaterIntervalMaha,Land_GrowingWaterHoursMaha,Land_GrowingWaterIntervalYala,Land_GrowingWaterHoursYala,Land_GrowingWaterSatisMaha,Land_GrowingWaterSatisYala,Land_LatterWaterIntervalMaha,Land_LatterWaterHoursMaha,Land_LatterWaterIntervalYala,Land_LatterWaterHoursYala,Land_LatterWaterSatisMaha,Land_LatterWaterSatisYala,Land_CultivationFrequency,Land_WhyNoCult1,Land_WhyNoCult2,Land_WhyNoCult3,Land_WhyNoCult4,Land_WhyNoCult5,Land_LowYieldDrought,Land_LowYieldOther,filter_$
708,25,3,1,1,4,2,5,1, , ,1,3, , , , ,6,81,2, ,3,99,FC 11,14,14,2,2,7,12,7,12,2,2,7,12,7,12,2,2,10, , , , , ,3,3,0
708,25,3,2,1,2,6,5,3, , ,6,3, , , , ,6,81,2, ,3,99,FC 11,6,6,2,2,7,3,7,4,2,2,7,2,7,2,3,3,10, , , , , ,1,1,0
708,25,3,3,1,1,6,5,2, , ,1,3, , , , ,6,81,2, ,3,99,FC 11,4,4,2,2,7,3,7,4,2,2,7,2,7,2,2,2,10, , , , , ,2,2,0
724,25,4,1,1,1,2,9,1, , ,1,3, , , , ,6,81,1, ,1,99,FC10,3,3,3,3,7,3,7,3,3,3,7,3,7,3,3,3,10, , , , , ,0,0,0
724,25,4,2,1,1,3,3,1, , ,1,3, , , , ,6,81,1, ,1,99,FC10,3,3,3,3,7,3,7,3,3,3,7,3,7,3,3,3,6,6, , , , ,0,2,0
724,25,4,3,1,2,3,1,1, , ,1,3, , , , ,6,81,1, ,2,99,FC10,14,14,2,2,7,10,7,10,2,2,4,10,4,10,2,2,1,6, , , , ,0,0,0
724,25,4,4,1,1.5,3,1,3, , ,6,3, , , , ,6,81,1, ,2,99,FC10,14,14,2,2,7,10,7,10,2,2,4,10,4,10,2,2,1,6, , , , ,0,0,0
810,13,2,1,1,3,1,60,1, , ,1,2, , , , ,4, ,1, ,1,D6,F97,21,14,3,3,6,12,6,10,3,3,6,15,6,15,3,3,9,1, , , , ,2,2,0
810,13,2,2,2,1,1,60,1, , ,1,5, , , , , ,31,6, ,1, , ,30,21,3,3,5,10,5,10,3,3,6,6,6,6,3,3,8,2, , , , ,1,1,0
819,13,2,1,1,3,1,44,1, , ,1,2, , , , ,4, ,1, ,2,D7,127,15,20,3,3,7,24,10,24,3,3,7,24,25,24,3,3,9,1, , , , ,2,2,0
819,13,2,2,2,1,1,3,1, , ,1,6, , , , , ,31,6, ,2, , ,15,20,3,3,8,18,8,18,3,3,8,15,8,16,3,3,7,1, , , , ,3,1,0
821,13,2,1,1,3,1,55,1, , ,1,2, , , , ,4, ,1, ,3,D7,129,21,21,2,2,6,18,6,15,2,2,6,18,6,15,2,2,9,1, , , , ,2,2,0
821,13,2,2,2,1,1,55,1, , ,1,5, , , , , ,31,8, ,2, , ,10,10,3,3,5,15,4,20,3,3,5,15,4,20,3,3,2,6, , , , ,0,0,0
828,13,3,1,1,2.5,1,20,1, , ,1,2, , , , ,4, ,1, ,2,D9,FC 130,14,14,3,3,5,24,5,24,3,3,7,24,7,24,3,2,8,1,2, , , ,2,0,0
828,13,3,2,2,.5,1,30,1, , ,1,9, , , , , ,32,6, ,2, , ,14,14,3,3,5,24,5,24,3,2,7,24,7,24,3,2,8,1,2, , , ,3,0,0
828,13,3,3,2,1,5,10,1,2, ,1,9, , , , , ,32,6, ,2, , ,14,14,3,3,5,24,5,24,3,2,7,24,7,24,3,2,8,1,2, , , ,3,0,0
836,13,2,1,1,3,1,30,1, , ,1,2, , , , ,4, ,1, ,3,D6,FC 97,7,7,3,3,10,36,10,36,3,3,10,36,10,36,3,3,9,1, , , , ,1,1,0
836,13,2,2,2,1,1,26,1, , ,1,5, , , , , ,31,6, ,2, , ,7,7,3,3,10,24,10,24,3,3,10,24,10,24,3,3,8,1, , , , ,2,0,0
853,14,3,1,1,1,1,15,1, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , ,1,4,0
853,14,3,2,1,1,1,15,1, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , ,1,4,0
853,14,3,3,1,2,2,2,1, , ,1,1, , , , ,7, ,2, ,2,99,99,7,7,4,4,5,2,5,2,3,3,7,2,7,2,3,3,4,1, , , , ,1,1,0
859,14,3,1,1,1,1,10,1, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,6, , , , ,2,2,0
859,14,3,2,1,1,1,4,1, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, , , , ,1,1,0
859,14,3,3,1,3,2,1,1, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, , , , ,1,1,0
869,14,2,1,1,4,1,30,1, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , ,1,3,0
869,14,2,2,2,2,1,25,1,2, ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , ,1,3,0
880,14,2,1,2,2,1,13,1, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , ,2,2,0
880,14,2,2,2,2,1,7,1, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , ,2,2,0
953,8,4,1,1,2,1,50,1, , ,1,5, , , , , ,23,4, ,1, , ,7,2,2,2,10,8,10,2,2,2,10,8,5,3,3,2,4,1,5, , , ,4,1,0
953,8,4,2,1,2,2,1,1, , ,2,5, , , , , ,23,4, ,1, , ,7, ,2, ,10,8, , ,2, ,10,8, , ,3, ,1,1,5, , , ,1,1,0
953,8,4,3,2,1,1,50,2, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , ,1,1,0
953,8,4,4,1,1,7,50,1, , ,5,5, , , , , ,23,4, ,1, , , ,3, ,1, , ,5,3, ,1, , ,5,3, ,2,5,2, , , , ,1,1,0
955,8,3,1,1,2,3,2,1, , ,2,5, , , , , ,26,5, ,1, , ,5, ,3, ,10,4, , ,3, ,10,4, , ,3, ,3,1,3,2, , ,1,0,0
955,8,3,2,1,2,1,8,1, , ,2,5, , , , , ,23,5, ,1, , ,5, ,3, ,10,4, , ,3, ,10,4, , ,3, ,3,1,3,2, , ,1,0,0
955,8,3,3,2,1,1,8,2, , ,1,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,1, , , , ,1,1,0
977,8,3,1,1,4,1,40,1, , ,2,5, , , , , ,24,5, ,1, , ,7, ,2, ,7,3, , ,2, ,7,3, , ,2, ,5,1, , , , ,1,1,0
977,8,3,2,2,1,1,40,2, , ,1,7,8, , , , , , , , , , , , , , , , , , , , , , , , , , ,8,1, , , , ,1,1,1
977,8,3,3,1,2,7,40,1, , ,5,5, , , , , ,23,5, ,1, , , ,3, ,2, , ,7,2, ,2, , ,7,2, ,2,8,1, , , , ,1,1,0
982,8,3,1,1,2,1,25,1, , ,2,5, , , , , ,23,5, ,1, , ,6, ,3, ,10,6, , ,3, ,10,6, , ,3, ,7,1,5,2, , ,2,0,0
982,8,3,2,1,2,3,5,1, , ,2,5, , , , , ,23,5, ,1, , ,6, ,3, ,10,6, , ,3, ,10,6, , ,3, ,6,1,3,5,2, ,1,5,0
982,8,3,3,2,1,1,8,2,3, ,1,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,1, , , , ,1,1,0
985,8,4,1,1,2,1,20,1, , ,2,5, , , , , ,23,5, ,1, , ,7, ,3, ,10,8, , ,2, ,10,8, , ,2, ,7,1, , , , ,1,1,0
985,8,4,2,1,2,1,15,1, , ,2,5, , , , , ,23,5, ,1, , ,7, ,3, ,10,8, , ,2, ,10,8, , ,2, ,7,1, , , , ,1,1,0
985,8,4,3,2,1,1,20,2, , ,1,7,8, , , , , , , , , , , , , , , , , , , , , , , , , , ,7,1, , , , ,1,1,1
985,8,4,4,1,.5,7,20,1, , ,5,5, , , , , ,23,5, ,1, , , ,2, ,2, , ,7,2, ,2, , ,7,2, ,2,7,1, , , , ,1,1,0
362,36,6,1,1,2,1,45,1, , ,2,5, , , , , ,92,6, ,3, , ,45, ,3, ,7,6, , ,3, ,7,6, , ,3, ,5,1, , , , ,1,2,0
362,36,6,2,1,.5,1,45,1, , ,2,5, , , , , ,92,6, ,2, , ,45, ,3, ,7,1, , ,3, ,7,1, , ,3, ,4,1, , , , ,1,0,0
362,36,6,3,1,1,3,45,1, , ,2,5, , , , , ,92,4, ,1, , ,3, ,3, ,7,1, , ,3, ,7,1, , ,3, ,2,1, , , , ,1,0,0
362,36,6,4,1,.75,1,45,1, , ,2,5, , , , , ,100,5, ,1, , ,45, ,3, ,4,2, , ,3, ,4,2, , ,3, ,5,1, , , , ,0,2,0
362,36,6,5,3,1,1,40,2, , ,3,7,8, , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1, , , , ,1,0,1
362,36,6,6,4,1.25,1,2,2, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1, , , , ,0,1,0
556,23,2,1,1,3,1,40,1, , ,1,4, , , , ,3,71,2, ,3,99,99,7,7,3,3,8,8,8,9,3,3,7,8,7,10,3,3,10, , , , , ,0,2,0
556,23,2,2,1,1.25,3,2,1, , ,1,4, , , , ,3,71,2, ,2,99,99,7,7,3,3,7,6,7,7,3,3,7,8,7,10,3,3,3,6, , , , ,0,1,0
344,36,5,1,1,1,1,9,1, , ,2,5, , , , , ,92,6, ,2, , ,99, ,3, ,5,12, , ,3, ,5,12, , ,3, ,6,1, , , , ,0,0,0
344,36,5,2,1,.5,1,9,1, , ,2,5, , , , , ,92,6, ,1, , ,99, ,3, ,5,2, , ,3, ,5,2, , ,3, ,4,1, , , , ,0,0,0
344,36,5,3,1,1,1,9,1, , ,2,5, , , , , ,92,6, ,2, , ,99, ,3, ,5,29, , ,3, ,5,2, , ,3, ,4,1, , , , ,0,1,0
344,36,5,4,2,2,1,9,1, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1, , , , ,0,2,0
344,36,5,5,2,4,6,4,2, , ,1,8,7, , , , , , , , , , , , , , , , , , , , , , , , , , ,6,1, , , , ,1,1,0
369,36,4,1,1,.5,1,6,1, , ,2,5, , , , , ,97,5, ,3, , ,1, ,3, ,7,2, , ,3, ,7,2, , ,3, ,7,1, , , , ,1,0,0
369,36,4,2,1,1,3,2,1, , ,2,5, , , , , ,97,5, ,1, , ,2, ,3, ,7,8, , ,3, ,7,4, , ,3, ,2,1, , , , ,0,0,0
369,36,4,3,1,3,3,9,1, , ,2,5, , , , , ,97,5, ,2, , ,3, ,3, ,7,12, , ,3, ,7,7, , ,3, ,5,1, , , , ,2,0,0
369,36,4,4,2,4,1,10,2, , ,2,8,7, , , , , , , , , , , , , , , , , , , , , , , , , , ,6,1, , , , ,1,1,0
431,20,4,1,1,1.5,5,20,1, , ,2,11, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1, , , , ,3,3,0
431,20,4,2,2,.75,1,19,2, , ,2,11, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1, , , , ,3,3,0
431,20,4,3,1,3,5,35,1, , ,2,5, , , , , ,68,7, ,1, , ,21, ,3, ,3,24, , ,3, ,3,24, , ,3, ,3,1, , , , ,3,3,0
431,20,4,4,2,2,6,5,2, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,1, , , , ,1,0,0
463,19,2,1,1,2,2,20,1, , ,1,3, , , , ,2,61,7, ,2,D 1,FC 1,14,14,3,3,4,72,4,72,3,2,4,72,4,72,3,2,10, , , , , ,5,3,0
463,19,2,2,1,2.5,1,5,1, , ,1,9, , , , , ,62,7, ,3, , ,14,14,3,3,7,120,7,120,3,2,7,120,7,120,3,2,10, , , , , ,5,2,0
471,19,2,1,1,2,3,7,1, , ,1,3, , , , ,2,61,7, ,2,D 2,FC 8,15,15,3,3,4,72,4,72,3,2,4,72,4,72,3,2,4,6, , , , ,0,2,0
471,19,2,2,1,2.5,1,6,1, , ,1,9, , , , , ,62,7, ,1, , ,14,14,3,3,3,48,3,48,3,2,3,48,3,48,3,2,10, , , , , ,2,4,0
540,23,3,1,1,1,1,5,1, , ,1,4, , , , ,3,71,2, ,3,22A,99,5,5,3,3,7,4,7,5,3,3,5,4,5,5,3,3,10, , , , , ,0,1,0
540,23,3,2,1,3.5,3,5,1, , ,1,4, , , , ,3,71,2, ,1,22A,99,5,5,3,3,7,4,7,5,3,3,5,4,5,5,3,3,10, , , , , ,0,1,0
540,23,3,3,3,.5,1,2,2, , ,3,11, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6, , , , ,0,0,0
574,23,2,1,1,3,1,30,1, , ,1,4, , , , ,3,71,2, ,2,RB 17,99,6,7,3,3,7,6,7,7,3,3,7,3,7,4,3,3,10, , , , , ,0,2,0
574,23,2,2,1,1.5,3,15,1, , ,1,4, , , , ,3,71,2, ,3,RB 17,99,6,7,3,3,7,6,7,7,3,3,7,3,7,4,3,3,10, , , , , ,0,0,0
603,24,4,1,1,2,1,17,1, , ,1,5, , , , , ,76,7, ,2, , ,30,30,3,3,7,6,7,7,3,3,7,6,7,6,3,3,10, , , , , ,0,5,0
603,24,4,2,1,1.5,1,17,1, , ,1,5, , , , , ,76,7, ,2, , ,30,30,3,3,7,6,7,7,3,3,7,6,7,6,3,3,10, , , , , ,0,5,0
603,24,4,3,1,1,3,4,1, , ,1,5, , , , , ,76,7, ,2, , ,30,30,3,3,7,6,7,7,3,3,7,6,7,6,3,3,10, , , , , ,0,5,0
603,24,4,4,2,3,3,6,2, , ,1,11, , , , , , , , , , , , , , , , , , , , , , , , , , , ,10, , , , , ,0,0,0
622,24,3,1,1,1,3,8,1, , ,1,5, , , , , ,76,7, ,2, , ,30,30,3,3,7,12,7,12,3,3,7,12,7,12,3,3,10, , , , , ,0,0,0
622,24,3,2,1,1,3,5,1, , ,1,5, , , , , ,76,7, ,3, , ,30,20,2,2,7,12,7,12,2,2,7,12,7,12,2,2,10, , , , , ,0,6,0
622,24,3,3,2,2.5,3,3,1, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,3, , , , ,0,1,0
644,24,3,1,1,1.5,5,35,1, , ,1,5, , , , , ,76,7, ,2, , ,14,14,3,2,3,6,3,6,3,2,7,10,7,10,1,2,10, , , , , ,1,0,0
644,24,3,2,2,3,3,30,1, , ,1,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,2, , , , ,1,2,0
644,24,3,3,2,5,5,25,3, , ,6,10, , , , , , , , , , , , , , , , , , , , , , , , , , , ,10, , , , , ,1,2,0
645,24,4,1,1,1.5,1,1,1, , ,1,5, , , , , ,76,7, ,3, , ,7,7,2,2,4,12,4,12,3,3,4,12,4,12,3,3,10, , , , , ,2,0,0
645,24,4,2,1,3,8,4,1, , ,1,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,10, , , , , ,2,1,0
645,24,4,3,3,2,1,27,2, , ,4,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,4, , , , ,0,2,0
645,24,4,4,2,2,8,27,2, , ,1,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,2, , , , ,0,2,0
722,25,3,1,1,4.5,2,18,1, , ,1,3, , , , ,6,81,2, ,3,99,FC 10,15,15,1,1,4,7,4,7,1,1,4,7,4,7,1,1,8,2, , , , ,4,0,0
722,25,3,2,1,1,6,18,2, , ,1,3, , , , ,6,81,2, ,3,99,FC 10,2,2,2,2,7,12,7,12,1,1,7,12,7,12,2,2,10, , , , , ,2,0,0
722,25,3,3,1,4.5,6,18,3, , ,1,3, , , , ,6,81,2, ,3,99,FC 10,99,99,4,4,99,99,99,99,4,4,99,99,99,99,4,4,10, , , , , ,0,0,0
909,7,3,1,1,2.5,1,35,1, , ,2,4, , , , ,5,12,7,13,1,D13,01,4, ,3, ,7,4, , ,3, ,7,5, , ,3, ,4,2, , , , ,1,1,0
909,7,3,2,1,2,1,35,1, , ,2,4, , , , ,5,11,7,13,1,D13,01,5, ,3, ,7,5, , ,3, ,7,4, , ,3, ,4,2, , , , ,1,1,0
909,7,3,3,1,.5,7,35,1, , ,5,4, , , , ,5,11,7,13,1,D13,01, ,1, ,3, , ,7,1.5, ,3, , ,7,2, ,3,4,2, , , , ,1,1,0
917,7,3,1,1,3,1,5,1, , ,2,4, , , , ,5,11,7,13,3,D13,99,7, ,3, ,7,5, , ,3, ,7,4, , ,3, ,4,1, , , , ,2,1,0
917,7,3,2,1,1.5,3,5,1, , ,2,4, , , , ,5,11,7,14,3,D13,99,7, ,3, ,7,5, , ,3, ,7,4, , ,3, ,4,1, , , , ,2,1,0
917,7,3,3,1,1,7,5,1, , ,5,4, , , , ,5,11,7,14,3,D13,99, ,2, ,2, , ,5,2, ,2, , ,7,3, ,2,4,1, , , , ,2,1,0
139,16,5,1,1,3,3,2,1, , ,2,5, , , , , ,53,7, ,3, , ,10, ,3, ,15,12, , ,3, ,15,8, , ,3, ,1,1, , , , ,1,1,0
139,16,5,2,1,.75,1,8,1, , ,2,5, , , , , ,46,4, ,3, , ,1, ,3, ,5,8, , ,3, ,5,6, , ,3, ,4,1, , , , ,0,0,0
139,16,5,3,1,.5,1,12,1, , ,2,5, , , , , ,47,4, ,3, , ,1, ,3, ,5,8, , ,3, ,5,6, , ,3, ,4,1, , , , ,1,1,0
139,16,5,4,1,.5,1,6,1, , ,2,5, , , , , ,46,4, ,3, , ,1, ,3, ,5,8, , ,3, ,6,6, , ,3, ,4,1, , , , ,1,1,0
139,16,5,5,4,5,1,10,2, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1, , , , ,1,1,0
881,14,2,1,2,2,1,25,1, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , ,1,3,0
881,14,2,2,2,2.75,1,5,1, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , ,1,3,0
153,16,3,1,1,3,1,12,1, , ,2,5, , , , , ,46,4, ,2, , ,10, ,3, ,7,5, , ,3, ,6,3, , ,3, ,5,1, , , , ,1,0,0
153,16,3,2,1,2,3,3,1, , ,2,5, , , , , ,46,5, ,2, , ,20, ,3, ,7,6, , ,3, ,10,3, , ,3, ,3,1, , , , ,0,0,0
153,16,3,3,2,2,1,6,2, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1, , , , ,0,2,0
214,15,3,1,1,4,3,1,1, , ,1,2, , , , ,1, ,1, ,1,D8,LB1,30,20,2,2,7,48,7,48,1,1,7,48,5,48,3,3,2,6, , , , ,0,0,0
214,15,3,2,1,1,3,1,1, , ,1,2, , , , ,1, ,1, ,1,D8,99,30,20,2,2,7,48,7,48,1,1,7,46,5,48,3,3,2,6, , , , ,0,0,0
214,15,3,3,2,2,2,20,3, , ,1,8,7, , , , , , , , , , , , , , , , , , , , , , , , , , ,10, , , , , ,2,1,0
218,15,4,1,1,2.5,3,4,1, , ,1,2, , , , ,1, ,2, ,1,D8,RB3,15,15,3,3,7,24,7,24,3,2,7,24,7,24,3,2,6,1, , , , ,0,2,0
218,15,4,2,2,1,2,10,2, , ,1,7, , , , , , , , , , , , , , , , , , , , , , , , , , , ,10, , , , , ,0,0,1
218,15,4,3,2,.5,1,3,2, , ,1,7, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , ,0,0,1
218,15,4,4,1,2.5,3,1,1, , ,1,2, , , , ,1, ,1, ,3,D8,2B5,15,15,3,3,7,24,7,24,3,2,7,24,7,24,3,2,1,6, , , , ,0,0,0
219,15,3,1,1,3,2,10,1, , ,1,2, , , , ,1, ,2, ,1,D-8,RB-2,10,10,3,2,7,24,7,24,3,1,5,24,5,24,3,1,6,1, , , , ,2,0,0
219,15,3,2,1,2,2,40,1, , ,1,2, , , , ,1, ,2, ,2,D-8,RB-4,10,10,3,2,7,24,7,24,3,1,5,24,5,24,3,1,6,1, , , , ,6,0,0
219,15,3,3,2,3,2,40,2,3, ,1,8,7, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1, , , , ,0,0,0
240,15,3,1,1,3,1,23,1, , ,1,2, , , , ,1, ,1, ,2,D9,RB1,10,20,3,3,3,24,3,24,3,2,10,24,10,36,3,2,4,1, , , , ,0,2,0
240,15,3,2,2,2,2,23,1,2, ,1,7,8, , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , ,0,2,1
240,15,3,3,2,2,5,2,2, , ,3,7,8, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6, , , , ,0,1,1
260,15,3,1,1,2.5,3,1,1, , ,1,2, , , , ,1, ,1, ,3,D8,RB4,20,15,3,2,7,5,7,5,3,3,7,5,7,5,2,2,1,6, , , , ,0,0,0
260,15,3,2,1,2.5,3,1,1, , ,1,2, , , , ,1, ,1, ,3,D8,RB4,20,15,3,2,7,3,7,3,3,3,7,3,7,3,2,2,2,6, , , , ,0,0,0
260,15,3,3,1,2,6,10,1, , ,1,5, , , , , ,43,1, ,3, , ,30,30,3,3,5,4,5,4,3,3,5,4,5,4,3,3,8,1, , , , ,2,1,0
301,36,3,1,1,3.5,1,25,1, , ,2,5, , , , , ,92,6, ,3, , ,99, ,3, ,10,12, , ,2, ,10,12, , ,2, ,5,1, , , , ,0,2,0
301,36,3,2,1,1.5,8,3,1, , ,2,5, , , , , ,92,6, ,3, , ,99, ,3, ,10,8, , ,2, ,10,8, , ,2, ,3,1, , , , ,1,0,0
301,36,3,3,2,1.5,8,5,2, , ,3,7,8, , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , ,1,1,1
307,36,4,1,1,2.5,1,15,1, , ,2,5, , , , , ,98,4, ,2, , ,99, ,3, ,15,48, , ,3, ,14,48, , ,3, ,4,1, , , , ,1,0,0
307,36,4,2,1,1,1,20,1, , ,2,5, , , , , ,92,6, ,3, , ,99, ,3, ,7,2, , ,3, ,7,2, , ,3, ,3,1, , , , ,0,0,0
307,36,4,3,1,1.5,1,50,1, , ,1,5,7, , , , ,95,4, ,2, , ,10,10,3,3,3,2,3,2,3,3,3,2,3,2,3,3,7,1, , , , ,0,2,0
307,36,4,4,2,2,1,10,2, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,1, , , , ,1,1,0
337,36,4,1,1,1.5,1,25,1, , ,2,5, , , , , ,95,6, ,1, , ,1, ,3, ,7,12, , ,3, ,7,12, , ,3, ,5,1, , , , ,0,2,0
337,36,4,2,1,1,1,25,1, , ,1,5, , , , , ,92,6, ,2, , ,1,4,3,3,7,12,7,12,3,3,7,6,7,14,3,3,5,1, , , , ,0,2,0
337,36,4,3,1,2,1,25,1, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , ,0,2,0
337,36,4,4,1,.5,1,25,1, , ,2,7,8, , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , ,0,2,1
343,36,4,1,1,2,3,25,1, , ,2,5, , , , , ,98,6, ,2, , ,99, ,3, ,7,24, , ,3, ,7,24, , ,3, ,4,1, , , , ,0,0,0
343,36,4,2,1,2,3,25,1, , ,2,5, , , , , ,98,4, ,2, , ,99, ,3, ,7,24, , ,3, ,7,24, , ,3, ,4,1, , , , ,0,0,0
343,36,4,3,2,2,1,5,2, , ,3,7,8, , , , , , , , , , , , , , , , , , , , , , , , , , ,5,6, , , , ,0,0,1
343,36,4,4,1,1,2,25,1, , ,2,5, , , , , ,92,6, ,2, , ,99, ,3, ,6,12, , ,3, ,10,12, , ,3, ,4,1, , , , ,0,0,0
353,36,4,1,1,4,2,30,1, , ,2,5, , , , , ,100,6, ,2, , ,3, ,3, ,8,12, , ,3, ,10,12, , ,2, ,4,1, , , , ,0,1,0
353,36,4,2,4,1,5,10,2, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , ,1,0,0
353,36,4,3,2,.5,5,20,2, , ,3,7,8, , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , ,1,0,1
353,36,4,4,1,1,5,10,1, , ,2,5, , , , , ,98,6, ,2, , ,3, ,3, ,7,10, , ,3, ,9,10, , ,2, ,4,1, , , , ,0,0,0
504,23,1,1,1,5,2,16,1, , ,1,4, , , , ,3,71,2, ,3,99,RB-17,14,14,3,3,8,4,5,12,3,3,7,4,5,4,3,3,10, , , , , ,2,2,0
518,23,3,1,1,2,2,30,1, , ,1,4, , , , ,3,71,2, ,1,99,99,14,14,3,3,3,6,3,7,2,2,10,4,9,6,2,2,10, , , , , ,0,1,0
518,23,3,2,1,2,3,3,1, , ,1,4, , , , ,3,71,2, ,2,99,99,14,14,3,3,3,6,3,7,2,2,10,4,9,6,2,2,6,6, , , , ,0,1,0
518,23,3,3,1,1,3,1,1, , ,1,4, , , , ,3,71,2, ,1,99,99,14,14,3,3,3,6,3,7,2,2,10,4,9,6,2,2,2,6, , , , ,0,1,0
519,23,3,1,1,1,2,4,1, , ,1,4, , , , ,3,71,2, ,3,99,99,30,30,2,2,5,4,4,10,2,2,5,6,3,8,2,2,8,4, , , , ,1,1,0
519,23,3,2,1,2,3,1,1, , ,1,4, , , , ,3,71,2, ,3,99,99,30,30,2,2,5,4,4,10,2,2,5,6,3,8,2,2,2,6, , , , ,0,1,0
519,23,3,3,1,2,3,1,1, , ,1,4, , , , ,3,71,2, ,3,99,99,30,30,2,2,5,4,4,10,2,2,5,6,3,8,2,2,2,6, , , , ,0,1,0
541,23,2,1,1,3,1,45,1, , ,1,4, , , , ,3,71,2, ,3,99,99,14,14,3,3,7,2,7,5,3,3,3,6,3,6,2,2,10, , , , , ,0,3,0
541,23,2,2,1,2,1,45,1, , ,1,4, , , , ,3,71,2, ,3,99,99,14,14,3,3,3,6,3,7,3,3,4,3,4,3,2,2,10, , , , , ,0,3,0
545,23,2,1,1,3,3,15,1, , ,1,4, , , , ,3,71,2, ,1,RB17,99,7,7,3,3,4,75,4,24,3,3,8,12,8,15,3,3,10, , , , , ,0,2,0
545,23,2,2,1,2,3,6,1, , ,1,4, , , , ,3,71,2, ,3,99,99,7,7,3,3,4,15,4,20,3,3,8,12,8,15,3,3,10, , , , , ,0,2,0
558,23,2,1,1,3,3,1,1, , ,1,4, , , , ,3,71,2, ,2,99,99,14,14,3,3,10,4,5,12,3,3,8,4,5,10,3,3,2,6, , , , ,0,1,0
558,23,2,2,1,2,3,1,1, , ,1,4, , , , ,3,71,2, ,2,99,99,14,14,3,3,10,4,5,12,3,3,8,4,5,10,3,3,2,6, , , , ,0,1,0
572,23,2,1,1,3,1,5,1, , ,1,4, , , , ,3,71,2, ,2,99,99,14,14,3,2,7,8,7,12,3,2,7,6,7,12,3,2,10, , , , , ,0,2,0
572,23,2,2,1,2,3,5,1, , ,1,4, , , , ,3,71,2, ,2,99,99,14,14,3,2,7,8,7,12,3,2,7,6,7,12,3,2,10, , , , , ,0,2,0
619,24,5,1,1,2,3,5,1, , ,1,5, , , , , ,76,7, ,2, , ,6,7,3,2,6,6,7,6,3,2,12,5,14,5,3,2,5,6, , , , ,3,2,0
